strategy_key,variant_key,check_type,status,expected_value,actual_value,difference,note
n4,c0,cash_reconciliation::2020-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-02-26,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-02-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-05-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-06-30,pass,0.000000000000,-0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-08-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-10-30,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-11-30,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2020-12-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-01-29,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-02-26,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-04-30,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-05-28,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-07-30,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-08-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-09-30,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-10-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-11-30,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2021-12-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-01-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-02-28,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-03-04,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-04-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-05-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-07-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-08-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-10-31,pass,0.000000000000,0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-11-30,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2022-12-30,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-01-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-02-28,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-03-08,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-03-31,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-04-28,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-05-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-06-30,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-07-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-08-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-09-29,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-10-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2023-12-29,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-02-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-02-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-03-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-05-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-06-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-08-15,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-08-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-10-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-11-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2024-12-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-02-26,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-02-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-03-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-04-30,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-05-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-07-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-08-13,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-08-29,pass,0.000000000000,-0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-09-30,pass,0.000000000000,-0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-10-31,pass,0.000000000000,-0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-11-28,pass,0.000000000000,-0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2025-12-31,pass,0.000000000000,0.000000000003,0.000000000003,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-01-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-02-27,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-03-02,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,cash_reconciliation::2026-05-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n4,c0,baseline_reproduction_final_nav,pass,3.219459550909,3.219459550904,0.000000000005,Zero-cost rerun should reproduce the validated baseline exactly.
n6,c0,cash_reconciliation::2018-02-28,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-03-29,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-05-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-06-29,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-08-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-09-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-10-31,pass,0.000000000000,-0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2018-12-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-02-28,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-03-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-04-30,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-05-31,pass,0.000000000000,-0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-06-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-08-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-09-30,pass,0.000000000000,-0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-10-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-11-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2019-12-31,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-01-31,pass,0.000000000000,-0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-02-26,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-02-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-05-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-08-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-10-30,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2020-12-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-01-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-02-26,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-04-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-05-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-07-30,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-08-31,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-10-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2021-12-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-02-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-03-04,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-04-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-05-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-06-30,pass,0.000000000000,0.000000000001,0.000000000001,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-07-29,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-08-31,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-09-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-10-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2022-12-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-02-28,pass,0.000000000000,-0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-03-08,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-03-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-04-28,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-05-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-06-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-07-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-08-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-09-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-10-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-11-30,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2023-12-29,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2024-01-31,pass,0.000000000000,0.000000000000,0.000000000000,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
n6,c0,cash_reconciliation::2024-02-28,pass,0.000000000000,0.000000000002,0.000000000002,"Self-financing fixed-point solution should reconcile target holdings, cash, and cost exactly."
